播主名称,ID,头像,认证信息,行业,内容标签,总粉丝,飞瓜指数,总作品,总点赞,,,,,,
原神,yuanshen_mihoyo,https://p11.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_980d58907aeb49ad98eee954b5737a87.heic?from=2956013662,上海米哈游影铁科技有限公司,游戏,,8522435,1043.1,1349,148913469,,,,,,
标题,视频发布时间,视频时长,视频链接,视频热度,热词Top3,视频销售额,视频销量,点赞,评论,分享,收藏,互动量,互动率,GPM,播放量
#原神 原神小剧场特别篇-C篇,2022/8/14 20:05,4分42秒,https://www.douyin.com/share/video/7131701806551354660/?mid=7131702048256445214,26.62,"原神,瓦特,玩尬",--,--,100375,31685,21370,3699,157129,0.00%,0,1750954
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|提纳里介绍,2022/8/15 12:00,2分4秒,https://www.douyin.com/share/video/7131375826108419365/?mid=7131375929080302372,16.7,"提纳里,刻晴,常驻",--,--,41700,3028,602,947,46277,0.00%,0,837036
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|柯莱介绍,2022/8/15 18:00,1分25秒,https://www.douyin.com/share/video/7131380822203960589/?mid=7131380990861921061,15.28,"补偿,刻晴,原神",--,--,30567,2829,427,704,34527,0.00%,0,834440
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|教令院介绍,2022/8/16 12:00,2分51秒,https://www.douyin.com/share/video/7131378119633669412/?mid=7131378342607031071,12.12,"钟离,补偿,刻晴",--,--,15607,2039,201,328,18175,0.00%,0,465802
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|须弥人文简介、多莉介绍,2022/8/16 18:00,3分31秒,https://www.douyin.com/share/video/7131378875640106248/?mid=7131379377212066590,14.46,"补偿,刻晴,原神",--,--,25911,2416,323,517,29167,0.00%,0,816975
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|魔神任务预告,2022/8/17 12:00,1分29秒,https://www.douyin.com/share/video/7131380325237738766/?mid=7131380508249475871,15.34,"钟离,原神,原石",--,--,31193,3475,709,641,36018,0.00%,0,777653
#原神 #千朵玫瑰带来的黎明3.0版本前瞻特别节目|须弥大世界体验介绍   ,2022/8/17 18:00,3分53秒,https://www.douyin.com/share/video/7132068213088734500/?mid=7132068407674948359,16.9,"刻晴,伟哥,钟离",--,--,44109,4170,540,829,49648,0.00%,0,1119862
#原神 #千朵玫瑰带来的黎明   《原神》提纳里角色PV——「书已尽言」,2022/8/18 12:03,1分8秒,https://www.douyin.com/share/video/7133061879693397278/?mid=7133061962900261669,48.88,"提纳里,复刻,胡桃",--,--,234451,18400,8069,6676,267596,0.00%,0,2944531
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|草元素反应规则,2022/8/18 18:00,1分48秒,https://www.douyin.com/share/video/7132068994852343076/?mid=7132069103906278175,19.92,"刻晴,元素,钟离",--,--,87536,6322,2040,2103,98001,0.00%,0,2185850
#原神 #千朵玫瑰带来的黎明    3.0版本前瞻特别节目|须弥角色技能介绍,2022/8/19 12:00,2分51秒,https://www.douyin.com/share/video/7132069578728852773/?mid=7132069747836848909,16.09,"刻晴,钟离,复刻",--,--,36939,2695,995,810,41439,0.00%,0,1104375
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|须弥全新敌人展示,2022/8/19 18:00,2分46秒,https://www.douyin.com/share/video/7132070416725757215/?mid=7132070503501630216,14.85,"钟离,刻晴,不到",--,--,28211,2522,497,505,31735,0.00%,0,911277
#原神 #千朵玫瑰带来的黎明   3.0版本前瞻特别节目|3.0版本活动介绍,2022/8/20 12:00,6分34秒,https://www.douyin.com/share/video/7132070933895974151/?mid=7132071259055459079,13.99,"鸡哥,钟离,刻晴",--,--,23453,2460,302,517,26732,0.00%,0,699560
#原神 #千朵玫瑰带来的黎明 3.0版本前瞻特别节目|祈愿介绍及系统更新情报   ,2022/8/20 18:00,2分47秒,https://www.douyin.com/share/video/7132071626149072136/?mid=7132071697297066782,16.28,"钟离,鸡哥,刻晴",--,--,38706,4597,1217,817,45337,0.00%,0,1340637
#原神 #千朵玫瑰带来的黎明3.0版本前瞻特别节目|「流星的轨迹」专辑预告   ,2022/8/21 12:00,13秒,https://www.douyin.com/share/video/7132072301029379358/?mid=7132072374790343454,42.22,"原神,刻晴,钟离",--,--,164913,9690,2851,4529,181983,0.00%,0,3646772
#原神 #千朵玫瑰带来的黎明   《原神》角色演示-「柯莱：林薮新芽」,2022/8/22 12:01,1分8秒,https://www.douyin.com/share/video/7134545666776386830/?mid=7134545756798716686,44.6,"柯莱,安柏,钟离",--,--,202606,13665,7492,5675,229438,0.00%,0,2519757
"#原神 #仲夏幻夜奇想曲 #远岛霁夏

《原神》「远岛霁夏」海岛主题视频征集活动结果揭晓，感谢旅行者的参加与投稿。

（本次获奖作品中涉及的内容均为玩家二次创作，不代表游戏内实际剧情及设定。）

我们将通过原神官方账号以私信方式联系获奖旅行者，请旅行者于2022年8月28日18:00前提交获奖信息(逾期视为自动放弃奖励)，活动奖励将在获奖信息收集完毕后通过邮寄方式送达旅行者手中，请获奖的旅行者耐心等待~",2022/8/22 17:01,图文视频,https://www.douyin.com/share/video/7134623091350588686/?mid=7126753115596049160,13.2,"钟离,复刻,莲花",--,--,19917,1529,119,332,21897,0.00%,0,843898
#原神 缄秘的裁遣 · 赛诺|峻法慎后，裁遣不贷,2022/8/22 19:22,图文视频,https://www.douyin.com/share/video/7134659334813797663/?mid=7119013230357629727,16.47,"赛诺,刻晴,雷泽",--,--,40460,4216,4079,1405,50160,0.00%,0,1056035
#原神 莲光落舞筵 · 妮露|莲步轻舞，出尘醉梦,2022/8/22 19:23,图文视频,https://www.douyin.com/share/video/7134659625621654792/?mid=7119013230357629727,48.73,"老婆,妮露,钟离",--,--,182030,16275,12218,6043,216566,0.00%,0,3396135
#原神 浮金的誓愿 · 坎蒂丝|赤沙浮金，恪誓戍御,2022/8/22 19:26,图文视频,https://www.douyin.com/share/video/7134660569855954189/?mid=7119013230357629727,16.6,"异瞳,刻晴,角色",--,--,41753,8979,7089,1154,58975,0.00%,0,1023468
#原神 #千朵玫瑰带来的黎明   《原神》角色演示-「提纳里：巡览芳荃」,2022/8/23 12:01,2分8秒,https://www.douyin.com/share/video/7134916883232443661/?mid=7134916994680965896,49.45,"提纳里,钟离,蘑菇",--,--,194747,18927,9837,6184,229695,0.00%,0,2470512
"#必胜客原神联动#必胜邀约风起之旅  
飞行冠军安柏报到！可以和你一起参加夏日聚会吗？
来自优菈的特别大餐，和牛与蘑菇的美妙搭配！
这份传递必胜信念的美味比萨，快和朋友们一起分享吧~ ",2022/8/23 14:00,57秒,https://www.douyin.com/share/video/7134910897599810829/?mid=7134908857624677134,18.24,"钟离,必胜客,原神",--,--,60616,10824,3386,2138,76964,0.00%,0,1619980
#原神 #千朵玫瑰带来的黎明《原神》拾枝杂谈-「提纳里：苍郁重林」     ,2022/8/24 18:07,4分57秒,https://www.douyin.com/share/video/7135382316150574350/?mid=7135382551044164382,17.19,"钟离,保底,提纳里",--,--,47823,4649,811,1080,54363,0.00%,0,1337075
#原神 #千朵玫瑰带来的黎明   《原神》拾枝杂谈-「柯莱：碧野晴翠」,2022/8/25 12:02,4分37秒,https://www.douyin.com/share/video/7135659110888000805/?mid=7135659211194731277,17.51,"钟离,原神,柯莱",--,--,51400,4389,699,1093,57581,0.00%,0,1342369
#原神 凝光生日快乐｜而更加让人高兴的是，赠予我这份礼物的人是你。,2022/8/26 12:01,13秒,https://www.douyin.com/share/video/7136029954646592804/?mid=7136030030097812260,45.16,"凝光,生日快乐,生日",--,--,306188,11449,3458,7998,329093,0.00%,0,3958768
#原神 #千朵玫瑰带来的黎明   《原神》过场动画-「花神之舞」,2022/8/26 18:01,1分52秒,https://www.douyin.com/share/video/7136122924364287262/?mid=7136122968328997646,19.28,"抄袭,原神,钟离",--,--,76879,8478,7602,4264,97223,0.00%,0,1866797
"#原神 #必胜邀约风起之旅    必胜客×原神联动定格动画-「必胜邀约，风起之旅」
亲爱的旅行者，必胜客x原神联动现已开启。
风起之地的旅程，安柏和优菈与你一起，共享美味~ 
活动详情请见官方公告。",2022/8/29 12:01,1分10秒,https://www.douyin.com/share/video/7137143208273825060/?mid=7137143291553319693,13.51,"加强刻晴,钟离,必胜客",--,--,21437,3330,949,848,26564,0.00%,0,606315
"#原神 #碧野林踪 #千朵玫瑰带来的黎明    《原神》「碧野林踪」须弥主题视频征集活动今日开启，期待旅行者的精彩视频投稿~ 
〓活动详情〓
活动时间：2022年8月30日——2022年9月16日
参与方式与活动奖励：见视频详情 
〓注意事项〓
一、禁止发布一切违反法律法规与社区规则的内容；
二、禁止发布与本话题无关的内容（包括但不限于含有广告链接、其他宣传等内容）；
三、本次活动旅行者可多次参与，每人至多获得一个奖项，奖励不可叠加，以最高奖项为准；
四、本次活动根据作品的内容、评论点赞等因素进行综合评价；
五、获奖名单（活动发布平台的账号昵称）将在活动结束后10个工作日内公布，请获奖的旅行者及时关注官方信息，并在规定时间内容工作日内提交获奖信息，逾期视为自动放弃奖励，活动奖励将在获奖信息收集完毕后通过邮寄方式送达旅行者手中，请获奖的旅行者耐心等待；
六、严禁抄袭、盗用、侵犯他人著作权，如有引用或需授权请注明来源并自行取得。",2022/8/30 18:22,25秒,https://www.douyin.com/share/video/7137612749403606303/?mid=7137612773785226021,18.62,"加强刻晴,复刻,改不改",--,--,66152,3652,333,979,71116,0.00%,0,1427537
#原神 莫娜生日快乐｜这是送我的典藏版占星书籍？,2022/8/31 12:01,14秒,https://www.douyin.com/share/video/7137885534830988551/?mid=7137885619014994695,20.66,"莫娜,生日快乐,生日",--,--,106223,4700,890,2164,113977,0.00%,0,1380672
#原神 #原神同人绘 《原神》8月同人绘画展示，感谢旅行者们的创作。,2022/8/31 18:00,47秒,https://www.douyin.com/share/video/7137926497628720421/?mid=7137926595108408078,42.12,"加强刻晴,钟离,阿贝多",--,--,163548,6353,2034,5260,177195,0.00%,0,2194856
#原神 《原神》杭州湖滨银泰in77户外广告回顾 |莫娜生日快乐,2022/8/31 23:00,30秒,https://www.douyin.com/share/video/7138055196575304997/?mid=7138055354227051272,41.85,"莫娜,排面,生日",--,--,159524,9196,5975,2698,177393,0.00%,0,2956006
#原神 #千朵玫瑰带来的黎明 《原神》角色演示-「多莉：多谢惠顾！」   ,2022/9/2 12:01,1分8秒,https://www.douyin.com/share/video/7138627614696099103/?mid=7138627684208282375,20.27,"摩拉,多莉,以理服人",--,--,96908,9259,6246,3330,115743,0.00%,0,1903611
#原神 重云生日快乐｜给我送解暑冰棍？谢、谢谢！让你费心了。,2022/9/7 12:01,视频已删除,https://www.douyin.com/share/video/7140483074470481188/?mid=7140483136643091236,9.35,"重云,评论,心海",--,--,673,121,5,0,799,0.00%,0,3292
#原神 #约定之旅因你欢喜 一杯好茶的惊喜，与旅行者一同分享~,2022/9/7 12:18,1分4秒,https://www.douyin.com/share/video/7140487472814869774/?mid=7140487585759087368,14.78,"联动,蜜雪,喜茶",--,--,28237,2311,1323,1326,33197,0.00%,0,468724
#原神 重云生日快乐｜给我送解暑冰棍？谢、谢谢！让你费心了。,2022/9/7 15:42,14秒,https://www.douyin.com/share/video/7140539969784876318/?mid=7140540057802312461,21.27,"重云,生日快乐,重云生日",--,--,123230,5969,1003,2961,133163,0.00%,0,1887102
#原神 雷泽生日快乐｜礼物，很漂亮，而且好多。,2022/9/9 12:01,13秒,https://www.douyin.com/share/video/7141225172304022798/?mid=7141225215941511975,45.38,"生日快乐,雷泽,狼崽",--,--,216203,9012,2508,5368,233091,0.00%,0,2528019
#原神 《原神》拾枝杂谈-「多莉：居奇持盈」,2022/9/9 18:01,4分43秒,https://www.douyin.com/share/video/7141318122828500237/?mid=7141318201962580772,44.24,"多莉,爱丽丝,心海",--,--,197637,12549,5017,6449,221652,0.00%,0,2964052
#原神 中秋快乐｜准备了点心，一起吃吧？,2022/9/10 12:00,15秒,https://www.douyin.com/share/video/7141338963083595045/?mid=7141339047451986725,50.08,"瑶瑶,无期,记得",--,--,204990,16013,10272,6579,237854,0.00%,0,2635406
#原神 阿贝多生日快乐｜不过看你的表情，是有话想对我说？,2022/9/13 12:01,16秒,https://www.douyin.com/share/video/7142709565384150309/?mid=7142709637557095182,48.9,"阿贝多,老师,头发",--,--,273049,12095,4101,9656,298901,0.00%,0,3234339
"#原神 #赤土之王与三朝圣者 旅行者们大家好，现在是派蒙的特别节目预告时间> <
《原神》3.1版本前瞻特别节目将于9月16日（本周五）晚20:00正式开启。",2022/9/14 12:04,图文视频,https://www.douyin.com/share/video/7143081423774272776/?mid=7119013230357629727,21.1,"原石,森林书,沙漠",--,--,64567,10126,9389,2249,86331,0.00%,0,1554933
"#原神 #原神立本短片  得物×原神｜立「得」百货
熟悉的商人再次到来，这次他带来了什么样的旅行故事呢？
得物×原神社区主题活动即将开启，关注@原神和@得物App获取更多活动详情。",2022/9/14 12:06,57秒,https://www.douyin.com/share/video/7143082052903062798/?mid=7143082160122120997,21.75,"联动,立本,得物",--,--,75243,7206,9202,2391,94042,0.00%,0,1835635
"#原神 #原神ufotable《原神》长期项目启动·概念PV 
一起踏上充满冒险的新天地之旅吧！ 
原神与ufotable长期项目合作正式启动。 ",2022/9/16 20:55,3分22秒,https://www.douyin.com/share/video/7143960592255159560/?mid=7143960675361114888,59.34,"动漫,要出,飞碟社",--,--,244151,29998,41364,17406,332919,0.00%,0,4697333
#原神 #赤土之王与三朝圣者    《原神》3.1版本PV：「赤土之王与三朝圣者」,2022/9/16 21:24,5分55秒,https://www.douyin.com/share/video/7143967835545521445/?mid=7143968117885045512,22.25,"散兵,凯瑟琳,赛诺",--,--,85037,8833,8905,6069,108844,0.00%,0,1854641
#原神 #赤土之王与三朝圣者 《原神》3.1版本「赤土之王与三朝圣者」前瞻特别节目回顾,2022/9/16 21:47,图文视频,https://www.douyin.com/share/video/7143973865155317000/?mid=7119013230357629727,16.2,"阿贝多,温迪,散兵",--,--,38733,4100,4420,2031,49284,0.00%,0,843446
 #原神 #赤土之王与三朝圣者    3.1版本前瞻特别节目|四神CV周年祝福,2022/9/16 22:33,2分47秒,https://www.douyin.com/share/video/7143985720351378725/?mid=7143985784993909518,55.09,"温迪,钟离,草神",--,--,283568,16213,12476,23913,336170,0.00%,0,3704667
#原神 《原神》纪念PV-「荧荧微光」,2022/9/17 10:00,3分1秒,https://www.douyin.com/share/video/7144026499102952718/?mid=7144026596223634206,64.89,"妹妹,不算,丢人",--,--,540770,27881,37993,44892,651536,0.00%,0,6058295
"#原神 《原神》二周年定格动画-「路遇奇珍」 
人们会为了寻觅宝藏踏上旅途，但也请勿要忘记，一路上的点点滴滴亦是奇珍异宝。 ",2022/9/17 11:00,1分,https://www.douyin.com/share/video/7144083824186625316/?mid=7144083897763318565,20.17,"好可爱,阿贝多,空宝",--,--,95530,4513,2964,3630,106637,0.00%,0,1386565
#原神  《原神》须弥篇OST「智妙明论之林」先导MV,2022/9/17 12:00,4分6秒,https://www.douyin.com/share/video/7144025557867580680/?mid=7144025653770341127,18.95,"音乐,好听,奥摩斯港",--,--,72167,4888,4378,3879,85312,0.00%,0,1422127
#原神  《原神》魈·护法夜叉Ver.1/7静态手办展示视频,2022/9/17 12:53,49秒,https://www.douyin.com/share/video/7144207208694287624/?mid=7144207360423103240,17.05,"手办,想要,魈宝",--,--,47018,5373,3225,1538,57154,0.00%,0,743064
#原神 #赤土之王与三朝圣者     3.1版本前瞻特别节目|「七圣召唤」玩法预告,2022/9/17 15:00,1分39秒,https://www.douyin.com/share/video/7144029552975596808/?mid=7144029611951672100,13.26,"打牌,原神,大伟哥",--,--,20623,1838,1093,535,24089,0.00%,0,649298
"#原神 《原神》线上音乐会2022 - 无际之旅的旋律（预告） 
《原神》及HOYO-MiX邀请多位出色的流行乐手与流行音乐组合，将以全新的方式重新演绎游戏中旅行者们熟知的背景旋律。",2022/9/17 15:05,30秒,https://www.douyin.com/share/video/7144210424974576927/?mid=7144210537818147597,18.36,"阿贝多,发量,头发",--,--,63416,2214,1530,1836,68996,0.00%,0,1387393
#原神 终于可以玩原神了|校园篇,2022/9/17 18:00,2分22秒,https://www.douyin.com/share/video/7144215554868415757/?mid=7144215693834210079,25.79,"官方,原神,小子",--,--,98540,13505,11694,1879,125618,0.00%,0,2074495
#原神 终于可以玩原神了|职场篇,2022/9/17 18:01,2分32秒,https://www.douyin.com/share/video/7144217685297990919/?mid=7144217812607814407,17.72,"原神,米哈游,小子",--,--,54869,3506,2664,1204,62243,0.00%,0,1298932
#原神 终于可以玩原神了|家庭篇,2022/9/17 18:02,2分11秒,https://www.douyin.com/share/video/7144218459742801189/?mid=7144218599316851492,51.88,"白雪公主,原神,丘丘人",--,--,206326,28343,18193,7688,260550,0.00%,0,3202508
#原神 #赤土之王与三朝圣者    3.1版本前瞻特别节目|3.1角色实机演示 ,2022/9/17 20:00,59秒,https://www.douyin.com/share/video/7144031202243120415/?mid=7144031279000537892,17.92,"妮露,赛诺,阿贝多",--,--,57510,2877,1671,1381,63439,0.00%,0,1571721
#原神 #赤土之王与三朝圣者    3.1版本前瞻特别节目|沙漠场景及关卡介绍 ,2022/9/19 12:01,5分30秒,https://www.douyin.com/share/video/7144936076803607815/?mid=7144936186405276453,10.62,"芭芭拉,沙漠,阿贝多",--,--,11956,879,176,231,13242,0.00%,0,354510
#原神 #赤土之王与三朝圣者    3.1版本前瞻特别节目|魔神任务预告,2022/9/19 15:00,2分33秒,https://www.douyin.com/share/video/7144939326252666143/?mid=7144939435774249736,12.66,"芭芭拉,原石,背景太假",--,--,18314,1416,246,408,20384,0.00%,0,591481
